arxiv_id	published	title	exports	semantic_flags	flag_evidence	mapping_kind	disposition_code	class_definition	flag_resolution	reason	source	composite_required	composite_resolution	embedded_result_count	composite_reason
2507.15286	2025-07-21	Beyond Easy Wins: A Text Hardness-Aware Benchmark for LLM-generated Text Detection	coverage_query_llm_generated.atom	sota;metric	arameter. This hardness-aware approach effectively challenges current SOTA zero-shot detection methods in maintaining both reliability and stability. (Data and code: https://github.com || nt. Current approaches predominantly report conventional metrics like AUROC, overlooking that even modest false positive rates constitute a critical impediment to practical deployment o	non_candidate_class	benchmark_study	benchmark contribution rather than a detector proposal	false_positive	SOTA and AUROC language concerns detectors challenged by the SHIELD benchmark and humanification attack, not a new replacement detector.	https://arxiv.org/abs/2507.15286	true	expanded_results	3	Three familiar detectors cross 0.90 in at least one aggregate/high cell, but poor operational robustness metrics prevent a hidden promotion.
2507.05157	2025-07-07	AI Generated Text Detection Using Instruction Fine-tuned Large Language and Transformer-Based Models	coverage_query_ai_generated.atom	metric	The fine-tuned version of GPT_4o-mini and the BERT model has achieved accuracies of 0.9547 for Task-A and 0.4698 for Task-B.	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	The 0.9547 Task-A result comes from one Defactify fine-tune, including a closed hosted GPT-4o-mini state, with no released detector, low-FPR result, or fixed deployment comparison.	https://arxiv.org/abs/2507.05157	false	not_composite	0	not_composite
2506.15683	2025-06-18	PhantomHunter: Detecting Unseen Privately-Tuned LLM-Generated Text via Family-Aware Learning	coverage_query_llm_generated.atom	metric;high_percent	show its superiority over 7 baselines and 3 industrial services, with F1 scores of over 96%. || ty over 7 baselines and 3 industrial services, with F1 scores of over 96%.	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	Several probability extractors, no released detector state, and incomplete speed evidence prevent promotion.	https://arxiv.org/abs/2506.15683	false	not_composite	0	not_composite
2506.06705	2025-06-07	DivScore: Zero-Shot Detection of LLM-Generated Text in Specialized Domains	coverage_query_llm_generated.atom	sota;comparative;metric	eriments on our benchmark show that DivScore consistently outperforms state-of-the-art detectors, with 14.4% higher AUROC and 64.0% higher recall (0.1% false positive rate threshold). In adversari || domains. Experiments on our benchmark show that DivScore consistently outperforms state-of-the-art detectors, with 14.4% higher AUROC and 64.0% higher recall (0.1% false positive rate thresho || onsistently outperforms state-of-the-art detectors, with 14.4% higher AUROC and 64.0% higher recall (0.1% false positive rate threshold). In adversarial settings, DivScore demonstrates	explicit_disposition	reject_scope	individually reviewed result addresses a narrower task than DW1	candidate_disposition	The SOTA gains target legal and medical domain distillation rather than a general DW1 replacement.	https://arxiv.org/abs/2506.06705	false	not_composite	0	not_composite
2506.02959	2025-06-03	HACo-Det: A Study Towards Fine-Grained Machine-Generated Text Detection under Human-AI Coauthoring	coverage_query_machine_generated.atom	comparative;metric	detection with a 0.462 average F1 score, while finetuned models show superior performance and better generalization across domains. However, we argue that fine-grained co-authored text de || thods struggle to conduct fine-grained detection with a 0.462 average F1 score, while finetuned models show superior performance and better generalization across domains. However, we	non_candidate_class	different_unit	prediction unit differs from general document-level detection	false_positive	F1 and superiority claims concern word- and sentence-level human-AI coauthoring localization, not document detection.	https://arxiv.org/abs/2506.02959	false	not_composite	0	not_composite
2506.01702	2025-06-02	mdok of KInIT: Robustly Fine-tuned LLM for Binary and Multiclass AI-Generated Text Detection	coverage_query_ai_generated.atom	best;high_performance	ampff Generative AI Detection 2025, providing remarkable performance (1st rank) in both, the binary detection as well as the multiclass classification of various cases of human-AI collabor || ta is still challenging. This notebook describes our mdok approach in robust detection, based on fine-tuning smaller LLMs for text classification. It is applied to both subtasks of Voight-Kampff G	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	The first-ranked 14B mdok system has official test AUROC 0.853 and F1 0.898; its public source ships no trained state, inference timing, low-FPR row, or fixed A6000 comparison.	https://arxiv.org/abs/2506.01702	false	not_composite	0	not_composite
2505.24523	2025-05-30	Stress-testing Machine Generated Text Detection: Shifting Language Models Writing Style to Fool Detectors	coverage_query_machine_generated.atom	sota;comparative	narios. In this work, we present a pipeline to test the resilience of state-of-the-art MGT detectors (e.g., Mage, Radar, LLM-DetectAIve) to linguistically informed adversarial attacks. To challeng || cant drop in detection performance. This highlights the importance of improving detection methods and making them robust to unseen in-domain texts.	non_candidate_class	attack_study	attack-generation study rather than a detector proposal	false_positive	SOTA refers to detectors being stress-tested; the contribution generates evasion text rather than a replacement detector.	https://arxiv.org/abs/2505.24523	true	expanded_results	5	Five named detectors reach 0.90 on at least one original or narrow domain/generator/fixed-FPR cell; LLM-DetectAIve peaks below 0.90, while attack collapse and study-specific fitted states prevent hidden promotion.
2505.15422	2025-05-21	Trends and Challenges in Authorship Analysis: A Review of ML, DL, and LLM Approaches	coverage_query_ai_generated.atom	sota	ysis; Author Attribution and Author Verification. The review explores SOTA methodologies, ranging from traditional ML approaches to DL models and LLMs, highlighting their evolution, st	non_candidate_class	survey	secondary literature review rather than a detector proposal	false_positive	SOTA language appears in a systematic authorship-analysis review, not a new detector result.	https://arxiv.org/abs/2505.15422	true	no_qualifying_result	0	Its high percentages concern older authorship-verification, stylometry, or differently scoped cited studies rather than a new embedded 2025-2026 general AI-text detector result; it releases no detector state.
2505.15261	2025-05-21	AGENT-X: Adaptive Guideline-based Expert Network for Threshold-free AI-generated teXt detection	coverage_query_ai_generated.atom	sota;comparative;metric	on diverse datasets demonstrate that AGENT-X substantially surpasses state-of-the-art supervised and zero-shot approaches in accuracy, interpretability, and generalization. || xperiments on diverse datasets demonstrate that AGENT-X substantially surpasses state-of-the-art supervised and zero-shot approaches in accuracy, interpretability, and generalization. || lly surpasses state-of-the-art supervised and zero-shot approaches in accuracy, interpretability, and generalization.	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	Multiple reasoning LLM agents provide no plausible near-Binoculars latency or fixed public deployment artifact.	https://arxiv.org/abs/2505.15261	false	not_composite	0	not_composite
2505.14271	2025-05-20	FAID: Fine-Grained AI-Generated Text Detection Using Multi-Task Auxiliary and Multi-Level Contrastive Learning	coverage_query_ai_generated.atom	comparative;metric	ining for unseen data. Our experimental results demonstrate that FAID outperforms several baselines, particularly enhancing the generalization accuracy on unseen domains and new LLMs, thus of || performs several baselines, particularly enhancing the generalization accuracy on unseen domains and new LLMs, thus offering a potential solution for improving transparency and accountabil	explicit_disposition	reject_scope	individually reviewed result addresses a narrower task than DW1	candidate_disposition	The result is fine-grained multilingual academic and hybrid attribution rather than the fixed binary general-document task.	https://arxiv.org/abs/2505.14271	false	not_composite	0	not_composite
2505.13855	2025-05-20	Domain Gating Ensemble Networks for AI-Generated Text Detection	coverage_query_ai_generated.atom	sota;comparative;high_performance	Domain Gating Ensemble Networks for AI-Generated Text Detection. As state-of-the-art language models continue to improve, the need for robust detection of machine-generated text becomes increasi || rated Text Detection. As state-of-the-art language models continue to improve, the need for robust detection of machine-generated text becomes increasingly critical. However, current stat || As state-of-the-art language models continue to improve, the need for robust detection of machine-generated text becomes increasingly critical. However, current state-of-the-art machine text detec	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	Supervised ensemble gains lack a released state and like-for-like operating-point and speed evidence.	https://arxiv.org/abs/2505.13855	false	not_composite	0	not_composite
2505.12507	2025-05-18	Towards Structurally Explainable Machine-Generated Text Detection: A Graph-Perspective Framework	coverage_query_machine_generated.atom	sota;high_performance	capture. Experimental results show that \textsc{LM$^2$otifs} achieves state-of-the-art performance while providing multi-level \textit{distinct linguistic fingerprints} that are more faithful to t || uctural fingerprints. The framework employs Graph Neural Networks for robust detection and utilizes graph-specific explainers to extract interpretable motifs. Crucially, our experiments reveal tha	explicit_disposition	exclude_retrieval	inference retrieves a retained example or nearest neighbor	candidate_disposition	In-domain accuracy and AUC beat same-table Binoculars, but the OOV path performs nearest-training-vocabulary lookup, cross-domain accuracy trails it, and no comparable detector artifact, timing, or two-A6000 basis is released.	https://arxiv.org/abs/2505.12507	false	not_composite	0	not_composite
2505.11550	2025-05-15	AI-generated Text Detection: A Multifaceted Approach to Binary and Multiclass Classification	coverage_query_ai_generated.atom	accuracy_claim;metric	spam email creation, and misuse in academic assignments. As a result, accurate detection of AI-generated text and identification of the model that generated it are crucial for maintaining the respon || Task A, the optimized neural architecture achieved fifth place with $F1$ score of 0.994, and for Task B, the simpler neural architecture also ranked fifth place with $F1$ score of 0	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	The 0.994 F1 is fifth place on one Defactify binary task; the multi-encoder system has no public trained state, cross-distribution, low-FPR, or speed basis.	https://arxiv.org/abs/2505.11550	false	not_composite	0	not_composite
2505.05084	2025-05-08	Reliably Bounding False Positives: A Zero-Shot Machine-Generated Text Detection Framework via Multiscaled Conformal Prediction	coverage_query_machine_generated.atom	comparative;metric	onformal Prediction (MCP), which both enforces the FPR constraint and improves detection performance. This paper also introduces RealDet, a high-quality dataset that spans a wide range of || wever, most existing detection methods focus excessively on detection accuracy, often neglecting the societal risks posed by high false positive rates (FPRs). This paper addresses this iss	explicit_disposition	calibration_watchlist	calibration method retained without a qualifying detector state	candidate_disposition	The method controls FPR after RealDet calibration but ships no DW1 state or whole-detector A6000 comparison.	https://arxiv.org/abs/2505.05084	false	not_composite	0	not_composite
2504.21019	2025-04-22	Kill two birds with one stone: generalized and robust AI-generated text detection via dynamic perturbations	coverage_query_ai_generated.atom	sota;best;comparative	results show that the proposed DP-Net significantly outperforms some state-of-the-art AIGT detection methods for generalization capacity in three cross-domain scenarios. Meanwhile, the DP-Net ach || acity in three cross-domain scenarios. Meanwhile, the DP-Net achieves best robustness under two text adversarial attacks. The code is publicly available at https://github.com/CAU-ISS-L || ntally, extensive results show that the proposed DP-Net significantly outperforms some state-of-the-art AIGT detection methods for generalization capacity in three cross-domain scenarios. Mea	explicit_disposition	exclude_multi_perturbation	inference aggregates multiple target perturbations	candidate_disposition	Target-text dynamic perturbations violate the fixed multi-perturbation constraint.	https://arxiv.org/abs/2504.21019	false	not_composite	0	not_composite
2504.11369	2025-04-15	OpenTuringBench: An Open-Model-based Benchmark and Framework for Machine-Generated Text Detection and Attribution	coverage_query_machine_generated.atom	comparative	tector achieving remarkable capabilities across the various tasks and outperforming most existing detectors. Resources are available on the OpenTuringBench Hugging Face repository at https://hu	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	OTBDetector outperforms most baselines on its new benchmark but exposes no qualifying threshold metric, frozen detector state, or fixed Binoculars and A6000 row.	https://arxiv.org/abs/2504.11369	true	expanded_results	12	All twelve named systems cross 0.90 on at least one OOD metric cell; every one receives a method/state disposition even when unseen-model F1 is weak or only precision qualifies.
2504.02873	2025-04-01	Short-PHD: Detecting Short LLM-generated Text with Topological Data Analysis After Off-topic Content Insertion	coverage_query_llm_generated.atom	comparative	ults on both public and generated datasets demonstrate that Short-PHD outperforms existing zero-shot methods in short LLM-generated text detection. Implementation codes are available online.	explicit_disposition	exclude_rewriting	inference rewrites the target text	candidate_disposition	The detector inserts off-topic content into the target, violating the no-rewriting and perturbation gate.	https://arxiv.org/abs/2504.02873	false	not_composite	0	not_composite
2503.23622	2025-03-30	Beyond Detection: Designing AI-Resilient Assessments with Automated Feedback Tool to Foster Critical Thinking	coverage_query_ai_generated.atom	metric	ucators determine whether a task targets lower-order thinking such as recall and summarization or higher-order skills such as analysis, evaluation, and creation, which are more resistant	non_candidate_class	different_task	classification target differs from human-versus-machine documents	false_positive	False-positive and false-negative language critiques detectors; the proposed tool scores assessment design rather than text authorship.	https://arxiv.org/abs/2503.23622	false	not_composite	0	not_composite
2503.22338	2025-03-28	SKDU at De-Factify 4.0: Natural Language Features for AI-Generated Text-Detection	coverage_query_ai_generated.atom	comparative;high_performance;metric	the input text. Our findings reveal that NELA features significantly outperform RAIDAR features in both tasks, demonstrating their ability to capture nuanced linguistic, stylistic, and cont || ed as the most effective, leveraging the rich feature sets to achieve high accuracy and generalisation. || the most effective, leveraging the rich feature sets to achieve high accuracy and generalisation.	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	The allowed NELA-XGBoost branch reports 0.9945 Task-A F1 on Defactify, but public feature code ships no trained state and no cross-distribution, low-FPR, Binoculars, or timing comparison.	https://arxiv.org/abs/2503.22338	false	not_composite	0	not_composite
2503.15044	2025-03-19	SPADE: Structured Prompting Augmentation for Dialogue Enhancement in Machine-Generated Text Detection	coverage_query_machine_generated.atom	comparative;metric	benchmark against eight MGT detection models. The results demonstrate improved generalization performance when utilizing a mixed dataset produced by proposed augmentation frameworks, offer || nd examine the relationship between chat history length and detection accuracy. Our open-source datasets, code and prompts can be downloaded from https://github.com/AngieYYF/SPADE-customer	non_candidate_class	domain_augmentation	detector is incidental to a training-data augmentation study	false_positive	Accuracy is analyzed for synthetic-dialogue training augmentation, not a released general-document detector state.	https://arxiv.org/abs/2503.15044	true	expanded_results	6	Six supervised models average at least 0.90 macro F1 across four dialogue tasks, but cross-dataset transfer and specialist-domain limits are individually recorded.
2503.00032	2025-02-25	KatFishNet: Detecting LLM-Generated Korean Text through Linguistic Feature Analysis	coverage_query_llm_generated.atom	best;metric	KatFishNet achieves an average of 19.78% higher AUROC compared to the best-performing existing detection method. Our code and data are available at https://github.com/Shinwoo-Park/detecting_llm_g || the Korean language. KatFishNet achieves an average of 19.78% higher AUROC compared to the best-performing existing detection method. Our code and data are available at https://github.	non_candidate_class	language_specific	non-English detector outside general DW1 use	false_positive	The AUROC improvement is for a Korean-specific detector and benchmark, not a general English replacement.	https://arxiv.org/abs/2503.00032	false	not_composite	0	not_composite
2502.16857	2025-02-24	Sarang at DEFACTIFY 4.0: Detecting AI-Generated Text Using Noised Data and an Ensemble of DeBERTa Models	coverage_query_ai_generated.atom	best;comparative;metric	anguage model that generated the text. Our team (Sarang) achieved the 1st place in both tasks with F1 scores of 1.0 and 0.9531, respectively. The methodology involves adding noise to the da || respectively. The methodology involves adding noise to the dataset to improve model robustness and generalization. We used an ensemble of DeBERTa models to effectively capture complex pat || the text. Our team (Sarang) achieved the 1st place in both tasks with F1 scores of 1.0 and 0.9531, respectively. The methodology involves adding noise to the dataset to improve model	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	Perfect Task-A F1 comes from one Defactify shared-task split and a DeBERTa ensemble, without a public trained state, cross-distribution, low-FPR, or fixed deployment result.	https://arxiv.org/abs/2502.16857	false	not_composite	0	not_composite
2502.15654	2025-02-21	Machine-generated text detection prevents language model collapse	coverage_query_machine_generated.atom	comparative	7B). We demonstrate that it not only prevents model collapse but also improves performance compared to training on purely human data, underscoring the benefit of synthetic samples and the	non_candidate_class	training_study	detector is incidental to a model-training study	false_positive	The detector is an auxiliary resampling component in a model-collapse study, not a proposed deployment replacement.	https://arxiv.org/abs/2502.15654	true	expanded_results	4	RoBERTa, DeBERTa-v3, ModernBERT, and the cited MAGE Longformer cross 0.90 in at least one aggregate AUC; only ModernBERT has a frozen public state.
2502.12734	2025-02-18	Iron Sharpens Iron: Defending Against Attacks in Machine-Generated Text Detection with Adversarial Training	coverage_query_machine_generated.atom	sota;high_performance	REATER-D reduces the Attack Success Rate (ASR) by 0.67% compared with SOTA defense methods while our GREATER-A is demonstrated to be more effective and efficient than SOTA attack appro || nd attributing online texts. While the existing MGT detectors achieve strong performance, they remain vulnerable to simple perturbations and adversarial attacks. To build an effective defense agains	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	GREATER's 0.67 percent figure is attack-success reduction, not absolute detector accuracy, and no fixed Binoculars, state, or A6000 result is supplied.	https://arxiv.org/abs/2502.12734	false	not_composite	0	not_composite
2502.12611	2025-02-18	Who Writes What: Unveiling the Impact of Author Roles on AI-generated Text Detection	coverage_query_ai_generated.atom	sota;metric	er, CEFR proficiency, academic field, and language environment-impact state-of-the-art AI text detectors. Using the ICNALE corpus of human-authored texts and parallel AI-generated texts from diver || R proficiency and language environment consistently affected detector accuracy, while gender and academic field showed detector-dependent effects. These findings highlight the crucial need	non_candidate_class	bias_evaluation	audit of existing detector bias rather than a detector proposal	false_positive	SOTA and accuracy language describes detectors audited for author-role bias; this paper releases no replacement detector.	https://arxiv.org/abs/2502.12611	true	expanded_results	20	Six public detectors cross 0.90 on an overall/generator/subgroup cell and fourteen study-fitted classical models reach 0.90 in-domain accuracy; every one is expanded with weak average or out-of-domain evidence preserved.
2502.12064	2025-02-17	AI-generated Text Detection with a GLTR-based Approach	coverage_query_ai_generated.atom	sota;comparative;metric	Experiment results show that our GLTR-based GPT-2 model overcomes the state-of-the-art models on the English dataset with a macro F1-score of 80.19%, except for the first ranking model (80.91%). H || oach. The rise of LLMs (Large Language Models) has contributed to the improved performance and development of cutting-edge NLP applications. However, these can also pose risks when used ma || comes the state-of-the-art models on the English dataset with a macro F1-score of 80.19%, except for the first ranking model (80.91%). However, for the Spanish dataset, we obtained a	non_candidate_class	language_shared_task	non-English shared-task result outside general DW1 use	false_positive	The best reported macro F1 is 80.19 percent on an older English/Spanish GLTR shared task, below the accuracy-first screen.	https://arxiv.org/abs/2502.12064	true	no_qualifying_result	0	The best reported class or aggregate F1 is 0.8249, below the frozen threshold; no named submitted version has a hidden qualifying slice.
2502.11336	2025-02-17	ExaGPT: Example-Based Machine-Generated Text Detection for Human Interpretability	coverage_query_machine_generated.atom	comparative;metric	ments in four domains and three generators show that ExaGPT massively outperforms prior interpretable detectors by up to +37.0 points of accuracy at a false positive rate of 1%. || ly outperforms prior interpretable detectors by up to +37.0 points of accuracy at a false positive rate of 1%.	explicit_disposition	exclude_retrieval	inference retrieves a retained example or nearest neighbor	candidate_disposition	Example-based inference is a retrieval lane and therefore excluded before accuracy ranking.	https://arxiv.org/abs/2502.11336	false	not_composite	0	not_composite
2502.04528	2025-02-06	Group-Adaptive Threshold Optimization for Robust AI-Generated Text Detection	coverage_query_ai_generated.atom	metric	roups. For example, when using a fixed threshold, detectors make more false positive errors on shorter human-written text, and more positive classifications of neurotic writing styles among long	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	This threshold-optimization study does not release a detector demonstrating fixed DW1 accuracy and speed.	https://arxiv.org/abs/2502.04528	false	not_composite	0	not_composite
2501.18998	2025-01-31	Adversarial Attacks on AI-Generated Text Detection Models: A Token Probability-Based Approach Using Embeddings	coverage_query_ai_generated.atom	sota;metric	bining synonyms and embedding similarity vectors, we demonstrates the state-of-the-art reduction in detection scores against Fast-DetectGPT. Particularly, in the XSum dataset, the detection score || the XSum dataset, the detection score decreased from 0.4431 to 0.2744 AUROC, and in the SQuAD dataset, it dropped from 0.5068 to 0.3532 AUROC.	non_candidate_class	attack_only	attack contribution rather than a detector proposal	false_positive	SOTA and AUROC values measure an adversarial attack's reduction of detector scores, not a candidate detector.	https://arxiv.org/abs/2501.18998	false	not_composite	0	not_composite
2501.14288	2025-01-24	A Comprehensive Framework for Semantic Similarity Analysis of Human and AI-Generated Text Using Transformer Architectures and Ensemble Techniques	coverage_query_ai_generated.atom	comparative	s diverse domains. Experimental results show that this approach works better than traditional methods, proving its usefulness for AI-generated text detection and other text comparison tasks.	non_candidate_class	no_threshold_evidence	generic comparative wording without a high metric or strong claim	false_positive	The claim that a semantic-similarity classifier works better gives no metric, frozen state, or like-for-like Binoculars and deployment evidence.	https://arxiv.org/abs/2501.14288	false	not_composite	0	not_composite
2501.11914	2025-01-21	LuxVeri at GenAI Detection Task 1: Inverse Perplexity Weighted Ensemble for Robust Detection of AI-Generated Text across English and Multilingual Contexts	coverage_query_machine_generated.atom	comparative;high_performance;metric	ults demonstrate the effectiveness of inverse perplexity weighting in improving the robustness of machine-generated text detection across both monolingual and multilingual settings, highlig || i at GenAI Detection Task 1: Inverse Perplexity Weighted Ensemble for Robust Detection of AI-Generated Text across English and Multilingual Contexts. This paper presents a system developed for Tas || cording to each model's inverse perplexity, to enhance classification accuracy. For the English text detection task, we combined RoBERTa-base, RoBERTa-base with the OpenAI detector, and BE	non_candidate_class	shared_task_system	general shared-task score below the 0.90 inclusion threshold	false_positive	The 0.7458 English and 0.7513 multilingual macro F1 values are shared-task results below the accuracy-first screen.	https://arxiv.org/abs/2501.11914	true	no_qualifying_result	0	The primary system's 0.7458 English and 0.7513 multilingual macro F1 results do not meet the qualifying threshold.
2501.11012	2025-01-19	GenAI Content Detection Task 1: English and Multilingual Machine-Generated Text Detection: AI vs. Human	coverage_query_machine_generated.atom	none	none	non_candidate_class	shared_task_overview	task inventory reporting other systems rather than a detector proposal	not_flagged	This is the COLING task overview and result inventory, not a detector proposal.	https://arxiv.org/abs/2501.11012	true	expanded_results	39	Seventeen English and twenty-two multilingual submission states reach 0.90 accuracy on at least one reported slice; all receive track-specific rows despite official aggregate macro F1 below 0.84.
2501.09813	2025-01-16	Qwen it detect machine-generated text?	coverage_query_machine_generated.atom	best;metric	red both masked language models and causal models. For Subtask A, our best model achieved first-place out of 36 teams when looking at F1 Micro (Auxiliary Score) of 0.8333, and second-p || , our best model achieved first-place out of 36 teams when looking at F1 Micro (Auxiliary Score) of 0.8333, and second-place when looking at F1 Macro (Main Score) of 0.8301	non_candidate_class	shared_task_system	general shared-task score below the 0.90 inclusion threshold	false_positive	The best F1 values of 0.8333 and 0.8301 are one multilingual shared-task submission, not a general high-accuracy replacement.	https://arxiv.org/abs/2501.09813	true	expanded_results	1	The Unibuc causal state reaches 0.966 validation macro F1 and nearly 100 percent on named test sources but only 0.8301 official macro F1, so the high narrow results receive an explicit child disposition.
2501.08913	2025-01-15	GenAI Content Detection Task 3: Cross-Domain Machine-Generated Text Detection Challenge	coverage_query_machine_generated.atom	metric;high_percent	r submissions. We find that multiple participants were able to obtain accuracies of over 99% on machine-generated text from RAID while maintaining a 5% False Positive Rate -- suggesting that || ind that multiple participants were able to obtain accuracies of over 99% on machine-generated text from RAID while maintaining a 5% False Positive Rate -- suggesting that detectors a	non_candidate_class	shared_task_overview	task inventory reporting other systems rather than a detector proposal	false_positive	The over-99-percent statement summarizes participant systems at fixed five-percent FPR; the paper itself releases no new detector.	https://arxiv.org/abs/2501.08913	true	expanded_results	20	Twenty submitted versions or baselines cross 90 percent on at least one aggregate, domain, or attack cell; all are source-mapped individually even when official aggregates are near chance.
2501.03940	2025-01-07	Not all tokens are created equal: Perplexity Attention Weighted Networks for AI generated text detection	coverage_query_ai_generated.atom	metric	ng supervised training, with LLaMA3-1B reaching a mean macro-averaged F1 score of 81.46% in cross-validation with nine languages.	explicit_disposition	retain_reject	individually reviewed detector fails one or more fixed gates	candidate_disposition	The released supervised detector remains below the accuracy-first evidence threshold and lacks the fixed full deployment comparison.	https://arxiv.org/abs/2501.03940	false	not_composite	0	not_composite
